import_date,register_number,target_date,manhours_fsi_member,manhours_contract_member,manhours_accepted_member,created
2026/1/1,IF0601,2026/12/1,206.33,0,0,2026/1/1 0:00
2026/1/1,IF0701,2026/12/1,68.5,0,72.5,2026/1/1 0:00
2026/1/1,IF0801,2026/12/1,61.5,0,67,2026/1/1 0:00
2026/1/1,IF0901,2026/12/1,198.5,0,0,2026/1/1 0:00
2026/1/1,IF1001,2026/12/1,163.17,0,0,2026/1/1 0:00
2026/1/1,IF1101,2026/12/1,10,50,0,2026/1/1 0:00
2026/1/1,IF1102,2026/12/1,0,0,75,2026/1/1 0:00
2026/1/1,SO0101,2026/12/1,111.17,0,14.83,2026/1/1 0:00
2026/1/1,SO0201,2026/12/1,300.17,0,351.83,2026/1/1 0:00
2026/1/1,SO0301,2026/12/1,491.5,0,169.5,2026/1/1 0:00
2026/1/1,SO0401,2026/12/1,11.83,0,0,2026/1/1 0:00
2026/1/1,SO0501,2026/12/1,173.5,0,0,2026/1/1 0:00
2026/1/1,SO0601,2026/12/1,454.5,0,331.67,2026/1/1 0:00
2026/1/1,SO0701,2026/12/1,300.33,0,232.5,2026/1/1 0:00
2026/1/1,SO0801,2026/12/1,6.67,0,0,2026/1/1 0:00
2026/1/1,SO0901,2026/12/1,20.5,0,0,2026/1/1 0:00
2026/1/1,SO1001,2026/12/1,4,0,0,2026/1/1 0:00
2026/1/1,SO1101,2026/12/1,330.83,0,1756.33,2026/1/1 0:00
2026/1/1,SO1102,2026/12/1,30,0,0,2026/1/1 0:00
2026/1/1,TS0101,2026/1/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/2/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/3/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/4/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/5/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/6/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/7/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/8/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/9/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/10/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/11/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,TS0101,2026/12/1,12345678.12,12345678.12,12345678.12,2026/1/1 0:00
2026/1/1,KM0101,2025/1/1,183.17,0,78.33,2026/1/1 0:00
2026/1/1,KM0101,2025/2/1,81.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2025/3/1,552,0,177.5,2026/1/1 0:00
2026/1/1,KM0101,2025/4/1,1,0,505.83,2026/1/1 0:00
2026/1/1,KM0101,2025/5/1,156,0,116.67,2026/1/1 0:00
2026/1/1,KM0101,2025/6/1,74.33,0,0,2026/1/1 0:00
2026/1/1,KM0101,2025/7/1,881,0,738.17,2026/1/1 0:00
2026/1/1,KM0101,2025/8/1,655.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2025/9/1,62.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2025/10/1,399.58,0,298.67,2026/1/1 0:00
2026/1/1,KM0101,2025/11/1,80.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2025/12/1,2,0,299.5,2026/1/1 0:00
2026/1/1,KM0101,2024/1/1,183.17,0,78.33,2026/1/1 0:00
2026/1/1,KM0101,2024/2/1,81.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2024/3/1,552,0,177.5,2026/1/1 0:00
2026/1/1,KM0101,2024/4/1,1,0,505.83,2026/1/1 0:00
2026/1/1,KM0101,2024/5/1,156,0,116.67,2026/1/1 0:00
2026/1/1,KM0101,2024/6/1,74.33,0,0,2026/1/1 0:00
2026/1/1,KM0101,2024/7/1,881,0,738.17,2026/1/1 0:00
2026/1/1,KM0101,2024/8/1,655.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2024/9/1,62.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2024/10/1,399.58,0,298.67,2026/1/1 0:00
2026/1/1,KM0101,2024/11/1,80.5,0,0,2026/1/1 0:00
2026/1/1,KM0101,2024/12/1,2,0,299.5,2026/1/1 0:00
